Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
2026-06-05T14:44:08.500Z,USAGE,gpt-4o,Yes,0,1667,4179,3247,9093,$0.04
2026-06-05T15:00:00.729Z,USAGE,composer-1,No,0,321,201,1081,1603,$0.02
2026-06-05T17:00:39.681Z,USAGE,claude-4-sonnet,No,0,7324,11698,3113,22135,$0.14
2026-06-05T17:14:33.713Z,USAGE,claude-4-sonnet,No,3583,938,0,569,5090,$0.17
2026-06-05T18:09:04.556Z,USAGE,claude-4-sonnet,No,0,676,0,362,1038,$0.15
2026-06-05T18:10:03.415Z,USAGE,composer-1,No,2070,365,4777,2389,9601,$0.10
2026-06-05T18:19:46.733Z,USAGE,claude-4-sonnet,No,0,6629,0,3080,9709,$0.18
2026-06-05T18:50:53.481Z,USAGE,claude-4-sonnet,Yes,0,2208,10419,2920,15547,$0.01
2026-06-05T19:51:06.108Z,USAGE,claude-4-sonnet,No,0,6257,3361,2250,11868,$0.08
2026-06-05T20:03:02.104Z,USAGE,cursor-small,No,1346,1062,3792,2208,8408,$0.14
2026-06-05T20:14:27.687Z,USAGE,claude-4-sonnet,No,591,4440,6461,386,11878,$0.02
2026-06-05T20:21:57.715Z,USAGE,cursor-small,No,1490,7886,0,2950,12326,$0.11
2026-06-05T20:55:08.672Z,USAGE,claude-4-sonnet,Yes,3394,6609,0,716,10719,$0.04
2026-06-06T09:34:22.807Z,USAGE,composer-1,Yes,0,2985,11651,1096,15732,$0.12
2026-06-06T10:51:43.318Z,USAGE,claude-4-sonnet,No,0,1724,6625,1932,10281,$0.18
2026-06-06T11:28:19.485Z,USAGE,claude-4-sonnet,No,0,1445,1010,3481,5936,$0.08
2026-06-06T12:54:07.094Z,Included,composer-1,No,0,5581,9602,1140,16323,Included
2026-06-06T15:29:20.426Z,USAGE,claude-4-sonnet,No,2845,3932,0,456,7233,$0.11
2026-06-07T08:29:03.176Z,USAGE,claude-4-sonnet,No,0,583,0,2607,3190,$0.08
2026-06-07T14:31:01.401Z,USAGE,gpt-4o,No,0,1018,2248,1797,5063,$0.07
2026-06-07T17:27:52.759Z,USAGE,composer-1,No,0,4753,0,1646,6399,$0.12
2026-06-07T18:27:11.371Z,USAGE,composer-1,No,0,2934,2946,186,6066,$0.11
2026-06-08T08:01:09.615Z,USAGE,claude-4-sonnet,No,0,3878,0,2075,5953,$0.11
2026-06-08T08:45:44.368Z,USAGE,cursor-small,No,0,6747,10904,2492,20143,$0.06
2026-06-08T09:54:33.902Z,USAGE,composer-1,No,207,6050,0,1683,7940,$0.02
2026-06-08T11:01:57.850Z,USAGE,claude-4-sonnet,No,0,5539,0,2112,7651,$0.05
2026-06-08T11:36:54.836Z,USAGE,claude-4-sonnet,No,2805,7552,0,3445,13802,$0.11
2026-06-08T11:38:14.020Z,USAGE,claude-4-sonnet,No,1251,6747,20,277,8295,$0.13
2026-06-08T11:42:15.279Z,USAGE,gpt-4o,No,0,7523,8946,1617,18086,$0.04
2026-06-08T11:53:51.924Z,USAGE,composer-1,No,0,2147,1207,3353,6707,$0.02
2026-06-08T13:04:23.738Z,USAGE,claude-4-sonnet,No,896,7573,11992,387,20848,$0.18
2026-06-08T13:45:11.963Z,USAGE,cursor-small,No,0,7617,507,1846,9970,$0.06
2026-06-08T14:22:59.879Z,USAGE,gpt-4o,Yes,978,3652,0,3037,7667,$0.18
2026-06-08T15:02:05.058Z,USAGE,claude-4-sonnet,No,2541,4802,0,709,8052,$0.02
2026-06-08T15:33:22.804Z,USAGE,gpt-4o,No,0,5216,1589,185,6990,$0.07
2026-06-08T15:34:19.184Z,USAGE,claude-4-sonnet,No,0,2826,0,2008,4834,$0.16
2026-06-08T16:30:00.347Z,USAGE,claude-4-sonnet,No,0,3339,0,1593,4932,$0.06
2026-06-08T16:52:50.961Z,USAGE,claude-4-sonnet,No,1300,4922,11410,2813,20445,$0.04
2026-06-08T17:12:51.136Z,Included,claude-4-sonnet,No,0,5131,999,1665,7795,Included
2026-06-08T17:14:10.104Z,USAGE,gpt-4o,No,0,4189,0,1045,5234,$0.16
2026-06-08T17:20:51.773Z,USAGE,claude-4-sonnet,No,2539,7676,9363,2855,22433,$0.05
2026-06-08T17:36:09.590Z,Included,composer-1,No,0,2035,0,596,2631,Included
2026-06-08T18:25:37.105Z,Included,claude-4-sonnet,No,3569,5438,9749,1136,19892,Included
2026-06-08T19:03:48.993Z,USAGE,composer-1,No,2478,3555,0,1211,7244,$0.17
2026-06-08T19:22:58.620Z,USAGE,cursor-small,No,0,4580,0,540,5120,$0.14
2026-06-08T19:58:09.811Z,Included,gpt-4o,No,0,1120,0,2384,3504,Included
2026-06-08T20:17:03.847Z,USAGE,composer-1,No,0,7491,6275,2762,16528,$0.16
2026-06-08T20:54:55.339Z,USAGE,gpt-4o,No,0,5364,0,2921,8285,$0.13
2026-06-08T21:11:11.248Z,Included,cursor-small,No,3254,4192,0,1605,9051,Included
2026-06-09T08:29:03.962Z,USAGE,gpt-4o,No,0,5880,6102,2082,14064,$0.15
2026-06-09T08:32:50.166Z,USAGE,cursor-small,No,869,7162,0,3147,11178,$0.03
2026-06-09T09:19:45.531Z,USAGE,claude-4-sonnet,No,0,2055,0,2731,4786,$0.08
2026-06-09T10:12:56.873Z,USAGE,claude-4-sonnet,No,3396,6587,0,2021,12004,$0.05
2026-06-09T11:53:03.261Z,USAGE,gpt-4o,Yes,3497,2802,0,2985,9284,$0.09
2026-06-09T12:17:53.515Z,USAGE,claude-4-sonnet,No,2111,2775,0,3456,8342,$0.13
2026-06-09T13:17:46.437Z,USAGE,claude-4-sonnet,No,0,7176,10606,2512,20294,$0.10
2026-06-09T13:45:12.287Z,USAGE,claude-4-sonnet,Yes,0,5547,4536,1149,11232,$0.10
2026-06-09T13:52:50.317Z,USAGE,gpt-4o,No,3711,6872,0,1735,12318,$0.11
2026-06-09T14:08:49.892Z,USAGE,composer-1,No,0,2425,0,1737,4162,$0.13
2026-06-09T14:47:31.796Z,USAGE,gpt-4o,No,0,3111,0,990,4101,$0.18
2026-06-09T15:13:58.863Z,USAGE,gpt-4o,No,0,2759,0,2773,5532,$0.18
2026-06-09T16:55:23.860Z,USAGE,claude-4-sonnet,No,3510,4879,0,829,9218,$0.11
2026-06-09T16:56:36.030Z,USAGE,claude-4-sonnet,No,0,3744,0,1437,5181,$0.12
2026-06-09T17:41:05.197Z,USAGE,claude-4-sonnet,No,0,7397,0,2456,9853,$0.03
2026-06-09T19:28:49.865Z,USAGE,claude-4-sonnet,No,0,4640,885,697,6222,$0.05
2026-06-09T21:14:08.315Z,USAGE,claude-4-sonnet,No,0,4048,11725,818,16591,$0.03
2026-06-09T21:44:43.102Z,USAGE,gpt-4o,No,0,338,3430,3197,6965,$0.06
2026-06-10T08:02:34.209Z,USAGE,claude-4-sonnet,No,0,1554,11235,2661,15450,$0.01
2026-06-10T08:03:44.121Z,USAGE,composer-1,No,2680,6040,1718,2175,12613,$0.04
2026-06-10T08:37:32.177Z,USAGE,composer-1,No,0,6673,8571,906,16150,$0.12
2026-06-10T09:23:45.682Z,USAGE,claude-4-sonnet,Yes,0,2001,0,2048,4049,$0.11
2026-06-10T10:06:24.527Z,USAGE,claude-4-sonnet,No,2551,5780,1475,3272,13078,$0.17
2026-06-10T10:58:58.851Z,Included,composer-1,No,0,4041,0,1292,5333,Included
2026-06-10T11:01:43.004Z,USAGE,claude-4-sonnet,No,0,7281,11088,1360,19729,$0.14
2026-06-10T12:29:46.545Z,USAGE,claude-4-sonnet,No,3689,1433,0,778,5900,$0.11
2026-06-10T13:48:53.556Z,USAGE,gpt-4o,No,0,1061,5615,829,7505,$0.04
2026-06-10T14:01:14.235Z,USAGE,cursor-small,No,0,7268,6909,2737,16914,$0.06
2026-06-10T14:27:30.401Z,Included,composer-1,Yes,0,1605,9678,2057,13340,Included
2026-06-10T15:22:48.197Z,USAGE,composer-1,No,0,3237,0,2883,6120,$0.05
2026-06-10T17:03:38.050Z,USAGE,gpt-4o,No,0,818,5148,130,6096,$0.17
2026-06-10T17:19:10.068Z,USAGE,gpt-4o,No,0,5787,0,2206,7993,$0.17
2026-06-10T17:27:40.450Z,USAGE,gpt-4o,No,0,4247,11080,2707,18034,$0.13
2026-06-10T17:33:21.454Z,Included,composer-1,No,0,395,0,722,1117,Included
2026-06-10T18:06:41.876Z,USAGE,gpt-4o,No,3277,4327,5421,1219,14244,$0.02
2026-06-10T18:08:21.945Z,USAGE,gpt-4o,No,0,945,9388,1915,12248,$0.03
2026-06-10T18:16:49.560Z,USAGE,gpt-4o,No,0,5652,6609,1768,14029,$0.02
2026-06-10T18:46:15.237Z,USAGE,claude-4-sonnet,No,0,5371,0,2162,7533,$0.18
2026-06-10T19:08:13.769Z,USAGE,composer-1,No,0,744,0,1941,2685,$0.11
2026-06-10T19:23:00.935Z,USAGE,gpt-4o,No,0,6164,1596,3190,10950,$0.08
2026-06-10T19:56:22.327Z,Included,claude-4-sonnet,No,0,4786,11503,515,16804,Included
2026-06-10T20:02:24.919Z,Included,claude-4-sonnet,No,0,6211,4166,2582,12959,Included
2026-06-10T20:10:31.823Z,USAGE,claude-4-sonnet,No,3577,6701,5536,521,16335,$0.14
2026-06-10T20:49:05.135Z,Included,gpt-4o,No,3852,3990,9655,2145,19642,Included
2026-06-10T21:02:19.994Z,Included,gpt-4o,No,1972,7171,0,2162,11305,Included
2026-06-11T08:22:52.474Z,USAGE,cursor-small,No,0,2246,11405,1258,14909,$0.02
2026-06-11T08:42:03.209Z,USAGE,claude-4-sonnet,No,0,2861,0,300,3161,$0.01
2026-06-11T09:01:24.152Z,USAGE,claude-4-sonnet,No,0,3929,0,2675,6604,$0.12
2026-06-11T09:39:55.708Z,USAGE,gpt-4o,No,0,1885,2906,2876,7667,$0.03
2026-06-11T10:08:26.631Z,USAGE,claude-4-sonnet,No,0,3810,4329,612,8751,$0.06
2026-06-11T10:44:37.182Z,USAGE,claude-4-sonnet,No,0,1568,5285,2524,9377,$0.02
2026-06-11T10:45:41.186Z,USAGE,gpt-4o,No,3435,4991,0,378,8804,$0.11
2026-06-11T11:39:45.304Z,USAGE,cursor-small,No,0,1605,8798,1732,12135,$0.03
2026-06-11T12:13:48.567Z,USAGE,cursor-small,No,1402,2089,0,2612,6103,$0.17
2026-06-11T12:43:16.153Z,USAGE,gpt-4o,No,0,1239,0,1905,3144,$0.08
2026-06-11T12:48:50.168Z,USAGE,gpt-4o,No,0,5891,0,1642,7533,$0.04
2026-06-11T12:53:44.574Z,USAGE,gpt-4o,No,0,7034,0,2186,9220,$0.17
2026-06-11T13:18:28.843Z,USAGE,claude-4-sonnet,No,2304,974,0,765,4043,$0.18
2026-06-11T13:32:56.403Z,USAGE,gpt-4o,No,0,2046,0,1817,3863,$0.04
2026-06-11T13:35:30.611Z,USAGE,composer-1,No,0,3865,0,375,4240,$0.05
2026-06-11T13:45:07.797Z,Included,composer-1,Yes,929,6806,1154,2435,11324,Included
2026-06-11T14:38:58.726Z,USAGE,cursor-small,No,0,3613,276,1675,5564,$0.04
2026-06-11T14:42:38.635Z,USAGE,gpt-4o,No,0,5097,1189,1545,7831,$0.17
2026-06-11T14:51:00.548Z,Included,composer-1,No,3334,7891,6473,3447,21145,Included
2026-06-11T16:18:56.888Z,USAGE,gpt-4o,No,1801,6827,0,2315,10943,$0.10
2026-06-11T16:34:44.667Z,USAGE,claude-4-sonnet,No,0,6812,0,2733,9545,$0.12
2026-06-11T16:40:13.210Z,USAGE,claude-4-sonnet,No,371,341,0,1694,2406,$0.18
2026-06-11T17:42:45.437Z,USAGE,claude-4-sonnet,No,0,6246,6760,2725,15731,$0.17
2026-06-11T18:22:58.705Z,Included,claude-4-sonnet,No,669,1785,0,2403,4857,Included
2026-06-11T18:47:57.882Z,USAGE,cursor-small,No,0,4078,0,379,4457,$0.10
2026-06-11T19:52:08.108Z,USAGE,claude-4-sonnet,No,0,3010,10998,2764,16772,$0.08
2026-06-11T19:56:47.537Z,Included,gpt-4o,No,2045,2989,0,1332,6366,Included
2026-06-11T20:15:17.417Z,USAGE,claude-4-sonnet,No,0,3808,5131,1088,10027,$0.08
2026-06-11T21:03:44.822Z,USAGE,gpt-4o,No,0,5867,0,2045,7912,$0.15
2026-06-11T21:20:45.772Z,USAGE,composer-1,No,2844,5269,4597,3465,16175,$0.05
2026-06-12T08:35:16.569Z,USAGE,cursor-small,Yes,0,3903,1263,2187,7353,$0.09
2026-06-12T08:52:37.607Z,USAGE,claude-4-sonnet,No,0,1269,0,1778,3047,$0.11
2026-06-12T08:54:32.662Z,USAGE,gpt-4o,No,860,5602,0,171,6633,$0.08
2026-06-12T10:23:25.234Z,Included,gpt-4o,No,0,621,0,681,1302,Included
2026-06-12T10:48:32.147Z,Included,claude-4-sonnet,No,0,5209,0,2691,7900,Included
2026-06-12T11:33:25.370Z,Included,composer-1,No,551,2074,7723,2052,12400,Included
2026-06-12T11:33:58.829Z,USAGE,composer-1,No,0,7021,0,2632,9653,$0.17
2026-06-12T12:08:29.525Z,USAGE,composer-1,No,0,5138,6196,1658,12992,$0.05
2026-06-12T13:02:14.798Z,Included,claude-4-sonnet,No,0,3738,0,2560,6298,Included
2026-06-12T13:14:02.701Z,Included,gpt-4o,No,3410,4653,1925,461,10449,Included
2026-06-12T13:24:30.962Z,USAGE,claude-4-sonnet,No,0,7647,0,2859,10506,$0.14
2026-06-12T14:49:37.223Z,USAGE,claude-4-sonnet,Yes,0,2179,0,2054,4233,$0.13
2026-06-12T15:10:11.593Z,USAGE,composer-1,No,0,5019,2193,1122,8334,$0.16
2026-06-12T15:14:04.277Z,USAGE,cursor-small,No,0,4754,3096,102,7952,$0.01
2026-06-12T15:56:02.041Z,USAGE,claude-4-sonnet,Yes,0,5934,0,1754,7688,$0.12
2026-06-12T16:00:42.250Z,Included,gpt-4o,No,2395,3769,0,2586,8750,Included
2026-06-12T16:05:25.381Z,USAGE,composer-1,No,0,6720,0,812,7532,$0.12
2026-06-12T16:12:16.769Z,USAGE,gpt-4o,No,0,6642,0,3093,9735,$0.05
2026-06-12T16:16:24.951Z,USAGE,composer-1,No,0,6028,0,490,6518,$0.07
2026-06-12T16:30:41.812Z,USAGE,composer-1,No,0,5907,0,738,6645,$0.13
2026-06-12T16:36:11.394Z,USAGE,claude-4-sonnet,No,3992,5217,1049,1157,11415,$0.08
2026-06-12T16:40:53.286Z,USAGE,gpt-4o,No,0,3582,0,2214,5796,$0.10
2026-06-12T17:42:55.153Z,USAGE,gpt-4o,No,0,5545,175,906,6626,$0.17
2026-06-12T18:04:46.079Z,USAGE,claude-4-sonnet,No,0,2197,0,2840,5037,$0.02
2026-06-12T18:20:06.737Z,USAGE,composer-1,No,1330,6687,10971,1698,20686,$0.13
2026-06-12T18:24:23.616Z,USAGE,gpt-4o,No,569,4802,9160,2467,16998,$0.12
2026-06-12T18:57:53.081Z,USAGE,composer-1,No,0,4025,0,2434,6459,$0.01
2026-06-12T19:46:30.984Z,USAGE,gpt-4o,No,1405,3085,0,3368,7858,$0.17
2026-06-12T20:37:46.898Z,USAGE,cursor-small,No,0,5986,6178,2386,14550,$0.16
2026-06-12T21:47:16.606Z,USAGE,composer-1,No,0,4074,0,192,4266,$0.16
2026-06-12T21:51:39.717Z,Included,claude-4-sonnet,No,0,5845,0,3357,9202,Included
2026-06-12T21:55:22.510Z,USAGE,cursor-small,No,3608,2457,1523,1714,9302,$0.11
2026-06-13T13:22:13.937Z,USAGE,composer-1,No,1287,1993,4091,2613,9984,$0.12
2026-06-13T16:59:11.499Z,USAGE,claude-4-sonnet,No,0,5734,108,3210,9052,$0.18
2026-06-13T17:17:11.993Z,USAGE,composer-1,No,3878,7517,0,1205,12600,$0.16
2026-06-13T19:43:59.954Z,USAGE,composer-1,No,0,6445,0,301,6746,$0.17
2026-06-14T09:20:23.642Z,USAGE,claude-4-sonnet,No,0,7298,7384,816,15498,$0.05
2026-06-14T09:44:33.482Z,USAGE,composer-1,No,0,6887,7081,1640,15608,$0.07
2026-06-14T12:15:17.494Z,Included,cursor-small,No,0,1746,2203,2663,6612,Included
2026-06-14T13:44:00.012Z,USAGE,composer-1,No,2502,7332,0,1711,11545,$0.04
2026-06-14T14:30:34.034Z,USAGE,claude-4-sonnet,No,0,5459,5483,1144,12086,$0.12
2026-06-14T16:22:25.902Z,USAGE,gpt-4o,No,1886,1293,11134,2560,16873,$0.07
2026-06-14T17:21:23.192Z,USAGE,gpt-4o,No,0,2631,11029,2170,15830,$0.16
2026-06-14T18:13:24.609Z,USAGE,gpt-4o,Yes,0,4099,0,673,4772,$0.06
2026-06-14T18:49:11.479Z,USAGE,cursor-small,No,0,3615,0,372,3987,$0.03
2026-06-14T21:16:11.575Z,USAGE,claude-4-sonnet,No,1295,5259,0,1191,7745,$0.15
2026-06-15T08:44:59.515Z,USAGE,gpt-4o,Yes,0,2699,0,3343,6042,$0.01
2026-06-15T09:04:59.921Z,USAGE,claude-4-sonnet,No,0,2347,10583,1676,14606,$0.13
2026-06-15T09:06:16.648Z,USAGE,claude-4-sonnet,No,0,6853,0,3387,10240,$0.09
2026-06-15T10:01:02.695Z,USAGE,composer-1,No,0,7291,2238,1266,10795,$0.04
2026-06-15T10:05:41.976Z,USAGE,gpt-4o,No,0,1838,2492,283,4613,$0.18
2026-06-15T10:08:33.879Z,Included,cursor-small,No,1995,6256,1477,697,10425,Included
2026-06-15T10:37:38.478Z,Included,claude-4-sonnet,No,0,4382,0,1979,6361,Included
2026-06-15T10:54:01.131Z,USAGE,claude-4-sonnet,No,0,1496,6429,372,8297,$0.18
2026-06-15T11:10:25.108Z,USAGE,claude-4-sonnet,No,0,7085,11709,1099,19893,$0.13
2026-06-15T12:00:00.548Z,USAGE,gpt-4o,No,2087,6323,0,2214,10624,$0.07
2026-06-15T13:18:30.561Z,USAGE,composer-1,No,2777,6265,9004,2213,20259,$0.04
2026-06-15T13:26:16.163Z,USAGE,gpt-4o,No,0,7375,0,542,7917,$0.08
2026-06-15T13:30:34.238Z,USAGE,claude-4-sonnet,No,690,3542,0,116,4348,$0.02
2026-06-15T13:55:58.340Z,USAGE,composer-1,No,3357,1033,8190,454,13034,$0.11
2026-06-15T14:19:14.259Z,USAGE,cursor-small,No,2840,1560,0,3321,7721,$0.04
2026-06-15T15:08:44.565Z,Included,claude-4-sonnet,No,0,6498,7187,3083,16768,Included
2026-06-15T15:35:03.027Z,USAGE,composer-1,No,3880,623,7168,2369,14040,$0.10
2026-06-15T16:28:26.175Z,USAGE,gpt-4o,No,0,2951,0,1207,4158,$0.18
2026-06-15T16:59:17.575Z,USAGE,gpt-4o,No,0,4736,11,3258,8005,$0.17
2026-06-15T17:27:33.670Z,USAGE,claude-4-sonnet,Yes,0,6657,0,1393,8050,$0.03
2026-06-15T18:34:19.953Z,USAGE,gpt-4o,No,0,4375,0,711,5086,$0.10
2026-06-15T18:47:40.919Z,USAGE,gpt-4o,No,0,846,2126,811,3783,$0.02
2026-06-15T19:15:42.263Z,USAGE,gpt-4o,No,0,7150,8026,2233,17409,$0.09
2026-06-15T19:18:28.656Z,Included,claude-4-sonnet,No,3972,2009,0,3488,9469,Included
2026-06-15T19:44:47.083Z,Included,composer-1,Yes,0,7986,0,3447,11433,Included
2026-06-15T20:05:28.322Z,USAGE,composer-1,No,366,6315,4979,399,12059,$0.07
2026-06-15T20:25:33.802Z,USAGE,claude-4-sonnet,No,0,1852,10762,1098,13712,$0.06
2026-06-15T21:23:47.615Z,USAGE,gpt-4o,No,0,5023,7515,2957,15495,$0.14
2026-06-15T21:30:29.913Z,USAGE,claude-4-sonnet,No,0,3064,0,2266,5330,$0.15
2026-06-15T21:48:54.142Z,USAGE,cursor-small,No,0,7221,10375,1843,19439,$0.11
2026-06-16T08:18:38.017Z,USAGE,claude-4-sonnet,No,2411,4927,8231,2938,18507,$0.08
2026-06-16T08:19:14.225Z,USAGE,composer-1,No,0,6467,0,2147,8614,$0.03
2026-06-16T08:46:51.604Z,USAGE,claude-4-sonnet,No,538,4198,0,281,5017,$0.18
2026-06-16T09:38:41.314Z,USAGE,claude-4-sonnet,No,0,1368,0,2049,3417,$0.18
2026-06-16T09:46:20.831Z,USAGE,claude-4-sonnet,No,0,6326,3970,373,10669,$0.09
2026-06-16T11:14:16.850Z,USAGE,claude-4-sonnet,No,2951,3688,5706,860,13205,$0.11
2026-06-16T11:36:34.224Z,USAGE,composer-1,No,1632,5348,0,3368,10348,$0.15
2026-06-16T11:47:41.890Z,USAGE,gpt-4o,No,3007,3362,11935,431,18735,$0.04
2026-06-16T12:05:36.419Z,USAGE,claude-4-sonnet,No,3609,7018,5624,2921,19172,$0.04
2026-06-16T12:23:56.610Z,USAGE,gpt-4o,No,0,2035,8573,3153,13761,$0.09
2026-06-16T14:05:49.058Z,USAGE,gpt-4o,No,0,5774,9551,2797,18122,$0.17
2026-06-16T14:49:35.971Z,Included,claude-4-sonnet,No,0,5362,7617,2761,15740,Included
2026-06-16T15:11:31.865Z,USAGE,claude-4-sonnet,No,0,7778,0,521,8299,$0.01
2026-06-16T15:22:09.145Z,USAGE,cursor-small,No,0,4465,0,487,4952,$0.11
2026-06-16T15:25:00.761Z,USAGE,gpt-4o,No,2075,4893,0,168,7136,$0.02
2026-06-16T16:08:56.316Z,USAGE,gpt-4o,No,0,1586,11211,1521,14318,$0.12
2026-06-16T16:32:35.598Z,USAGE,claude-4-sonnet,No,0,6951,4221,1665,12837,$0.01
2026-06-16T17:09:06.039Z,USAGE,cursor-small,No,1809,5681,11958,1645,21093,$0.17
2026-06-16T17:58:13.769Z,USAGE,gpt-4o,No,1184,4993,5118,2559,13854,$0.11
2026-06-16T17:59:00.664Z,USAGE,claude-4-sonnet,No,0,5903,0,645,6548,$0.10
2026-06-16T19:16:23.474Z,USAGE,cursor-small,No,0,7746,0,674,8420,$0.06
2026-06-16T19:44:36.859Z,USAGE,gpt-4o,No,1500,7177,0,3058,11735,$0.01
2026-06-16T20:21:22.922Z,USAGE,cursor-small,No,0,3929,0,3445,7374,$0.09
2026-06-16T21:07:55.807Z,USAGE,claude-4-sonnet,No,2706,5354,9290,2588,19938,$0.08
2026-06-16T21:20:01.809Z,USAGE,claude-4-sonnet,Yes,3394,4204,9907,2000,19505,$0.12
2026-06-16T21:27:26.975Z,USAGE,claude-4-sonnet,No,1126,564,245,1185,3120,$0.14
2026-06-16T21:44:52.289Z,USAGE,composer-1,No,925,7894,0,1879,10698,$0.16
2026-06-17T08:38:47.864Z,USAGE,gpt-4o,No,0,3417,2799,1452,7668,$0.05
2026-06-17T08:44:33.947Z,USAGE,claude-4-sonnet,No,1461,2835,0,1907,6203,$0.10
2026-06-17T08:56:15.543Z,USAGE,claude-4-sonnet,No,2750,6570,7514,2118,18952,$0.16
2026-06-17T09:05:07.740Z,USAGE,claude-4-sonnet,No,2611,5702,6719,1889,16921,$0.03
2026-06-17T09:11:49.613Z,USAGE,claude-4-sonnet,No,2774,4867,0,930,8571,$0.02
2026-06-17T09:28:29.867Z,USAGE,claude-4-sonnet,No,332,5764,0,2551,8647,$0.10
2026-06-17T10:27:18.642Z,USAGE,claude-4-sonnet,No,0,1621,0,2583,4204,$0.18
2026-06-17T10:29:37.940Z,USAGE,gpt-4o,No,0,1062,0,1402,2464,$0.12
2026-06-17T10:29:53.677Z,USAGE,composer-1,No,0,831,2204,579,3614,$0.09
2026-06-17T11:27:25.813Z,USAGE,gpt-4o,No,438,1195,0,2656,4289,$0.17
2026-06-17T13:55:29.930Z,USAGE,gpt-4o,No,0,6090,9975,1376,17441,$0.09
2026-06-17T14:20:28.026Z,USAGE,cursor-small,No,2504,4366,10352,2118,19340,$0.16
2026-06-17T14:46:20.413Z,USAGE,cursor-small,No,992,312,7616,2641,11561,$0.04
2026-06-17T15:05:16.339Z,USAGE,claude-4-sonnet,No,0,672,9181,3381,13234,$0.07
2026-06-17T15:05:46.524Z,Included,claude-4-sonnet,No,0,2821,9011,1406,13238,Included
2026-06-17T15:25:56.319Z,USAGE,claude-4-sonnet,No,0,4960,0,199,5159,$0.06
2026-06-17T15:40:23.089Z,USAGE,composer-1,No,0,4187,0,2724,6911,$0.05
2026-06-17T16:24:33.802Z,USAGE,gpt-4o,No,0,3045,6782,3121,12948,$0.02
2026-06-17T16:25:47.041Z,USAGE,claude-4-sonnet,No,2394,453,11231,1438,15516,$0.12
2026-06-17T16:33:41.918Z,Included,claude-4-sonnet,No,1736,5432,2719,2418,12305,Included
2026-06-17T16:45:24.762Z,USAGE,claude-4-sonnet,No,0,2825,0,1368,4193,$0.02
2026-06-17T17:47:36.622Z,USAGE,claude-4-sonnet,No,0,7094,0,965,8059,$0.17
2026-06-17T18:03:12.305Z,USAGE,claude-4-sonnet,No,0,7782,8290,182,16254,$0.16
2026-06-17T19:34:08.412Z,USAGE,claude-4-sonnet,No,0,7458,5363,666,13487,$0.04
2026-06-17T19:41:58.746Z,USAGE,cursor-small,No,3167,599,11692,2219,17677,$0.04
2026-06-17T19:50:02.545Z,Included,cursor-small,No,0,1013,755,502,2270,Included
2026-06-17T19:57:12.925Z,USAGE,composer-1,No,0,2857,0,939,3796,$0.11
2026-06-17T20:10:45.768Z,USAGE,claude-4-sonnet,No,0,5797,2446,725,8968,$0.09
2026-06-17T20:52:18.483Z,Included,cursor-small,No,2422,3169,4440,659,10690,Included
2026-06-18T08:05:27.410Z,USAGE,gpt-4o,No,851,4251,5582,932,11616,$0.14
2026-06-18T09:20:35.680Z,USAGE,gpt-4o,No,0,2234,10970,399,13603,$0.16
2026-06-18T09:30:07.368Z,Included,gpt-4o,No,2023,1743,6648,365,10779,Included
2026-06-18T09:50:19.558Z,USAGE,composer-1,No,0,2982,10816,331,14129,$0.03
2026-06-18T09:52:51.964Z,USAGE,claude-4-sonnet,No,0,6934,2403,2786,12123,$0.05
2026-06-18T10:01:30.947Z,USAGE,claude-4-sonnet,No,0,1984,0,1376,3360,$0.10
2026-06-18T10:04:19.643Z,USAGE,cursor-small,No,0,3861,0,1490,5351,$0.03
2026-06-18T10:45:38.934Z,USAGE,gpt-4o,No,0,7283,6049,2328,15660,$0.02
2026-06-18T11:09:55.939Z,Included,gpt-4o,No,1355,7391,7073,2956,18775,Included
2026-06-18T12:21:52.207Z,USAGE,gpt-4o,No,0,3865,10854,790,15509,$0.16
2026-06-18T12:43:41.744Z,Included,gpt-4o,No,0,3717,10978,594,15289,Included
2026-06-18T12:49:22.633Z,Included,claude-4-sonnet,Yes,0,4287,0,636,4923,Included
2026-06-18T13:29:31.031Z,Included,gpt-4o,No,0,6762,0,1823,8585,Included
2026-06-18T13:34:28.053Z,USAGE,gpt-4o,No,0,3451,3044,1819,8314,$0.01
2026-06-18T14:11:44.961Z,USAGE,composer-1,No,0,3665,0,2440,6105,$0.12
2026-06-18T14:52:45.835Z,Included,claude-4-sonnet,No,0,5053,11313,407,16773,Included
2026-06-18T15:29:54.179Z,Included,composer-1,No,0,6680,8469,400,15549,Included
2026-06-18T16:05:59.792Z,USAGE,gpt-4o,No,0,5737,0,399,6136,$0.18
2026-06-18T17:08:32.107Z,USAGE,claude-4-sonnet,Yes,3388,388,8399,2001,14176,$0.11
2026-06-18T17:16:58.381Z,USAGE,cursor-small,No,344,5993,0,3149,9486,$0.10
2026-06-18T17:40:53.723Z,USAGE,gpt-4o,Yes,0,1685,0,2768,4453,$0.10
2026-06-18T18:03:06.402Z,USAGE,gpt-4o,No,2270,929,0,1218,4417,$0.09
2026-06-18T18:21:50.902Z,Included,claude-4-sonnet,No,656,5246,9695,3106,18703,Included
2026-06-18T19:28:39.372Z,USAGE,gpt-4o,No,3070,2234,8640,215,14159,$0.11
